"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Germany","DEU","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","955307.7","932548.1","892817.4","887057","875897.1","874659.4","904337.4","872646.5","865253.7","833594.9","830284.1","847678.2","833382.2","836794.5","821073.6","802383.2","814413.1","783803","789690.4","734805.5","773069.1","746477.3","760127.7","776151.8","736011.7","742314.4","747147.2","732204.2","707700.7","657401","","","",
"Djibouti","DJI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","273.4","287.4","303.6","304.9","294.7","315.1","295.3","330.9","393.4","392.8","372.4","375.7","398.9","413.3","395","428.9","432.6","469.9","474","465","518.4","475.2","495.8","562.79","404.77","464.85","416.95","416.92","403.32","420.02","","","",
"Dominica","DMA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.1","61.2","82.5","75.8","77.6","95.1","76.1","100.2","105.2","111.7","131.8","151.8","122.7","136.7","155.3","160.1","171.1","179.9","184.3","503.3","181.6","179.2","247.6","171.6","180.2","181.2","182.9","166","165.7","167.8","","","",
"Denmark","DNK","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52085.6","62795.5","57034","59363.8","63195.4","59999.2","73343.9","63648.1","59710.1","56728.2","52601.8","54245.2","53839.5","59233.8","53727.3","50201.7","58133.9","53411.3","50127.5","47933.4","48124.7","43097.9","38216.1","39960.6","35819.6","33695.4","35321.7","33132.2","33131.2","29696.2","","","",
"Dominican Republic","DOM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7860.7","8229.6","9620.4","9520.4","11138.3","11844.7","12728.5","14502.8","16616.1","17794","18670.6","18983.7","20884.1","18725.2","17282.2","18690.8","20368.5","20626.8","20581.3","19657.2","20680.8","20913.9","21681.5","21287.2","21450.7","23590.5","24593.5","23551.3","25308","27233.3","","","",
"Algeria","DZA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62937.4","66428.9","66845","72219.8","73607","76441.1","76124.7","74434","74649.8","77506","80047.6","78646.1","82404.8","88189.5","89493.3","94188.4","99809.3","102750.7","107746.2","112172.7","114179.9","120785.4","134934.9","139024.9","147736.1","156273.9","154906.2","158335.3","165539","171249.6","","","",
"East Asia & Pacific (excluding high income)","EAP","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2671559.856","2829471.24","2957135.595","3217455.93","3372329.497","3754089.892","3779108.131","3884746.619","3965684.928","3920451.908","4137162.52","4361364.83","4672614.88","5333298.43","6100223.22","6832097.82","7473933.23","8068354.04","8305968.12","8812248.88","9648196.92","10510577.7","10805656.97","11254407.23","11353515.04","11270393.35","11308647.77","11613415.71","12156028.67","12491609.37","","","",
"Early-demographic dividend","EAR","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2611461.619","2738228.268","2811961.034","2910658.398","3045741.318","3181467.033","3338552.155","3502111.104","3609277.05","3725778.981","3868066.855","3962237.32","4083678.913","4251628.363","4480404.723","4671131.993","4925109.07","5219624.917","5419716.826","5581136.917","5856225.177","6082938.839","6383866.267","6456842.034","6785078.597","6845111.394","6951472.678","7225634.361","7394165.42","7441355.706","","","",
"East Asia & Pacific","EAS","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4328062.656","4529619.94","4697139.895","4989889.93","5234142.897","5667308.792","5743443.531","5868039.919","5860023.528","5892299.408","6192251.62","6427366.03","6773117.98","7443665.03","8239416.72","8972208.42","9605805.43","10261606.94","10448593.92","10913077.68","11848105.12","12791379.1","13129693.97","13580115.93","13613856.84","13519627.35","13561631.87","13873866.91","14377243.07","14658934.17","","","",
"Europe & Central Asia (excluding high income)","ECA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3837943.54","3730844.441","3506221.774","3198498.09","2839027.663","2745891.756","2654129.334","2516893.527","2515377.275","2510449.868","2577433.803","2565070.918","2598769.359","2707277.693","2706680.898","2723034.4","2834565.3","2891582.9","2930868.16","2703687.25","2840088.9","2997024.4","2961177.8","2910065.6","2818769.5","2746798.5","2778996.6","2839643.1","2920445.7","2936522.3","","","",
"Europe & Central Asia","ECS","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7961575.972","7840668.651","7494729.226","7108487.65","6734091.216","6687486.74","6712325.649","6487398.091","6485557.659","6427973.973","6506133.714","6563900.32","6575769.817","6786992.187","6793123.052","6786789.651","6907818.561","6907756.416","6857106.572","6337882.005","6577680.93","6592124.263","6523856.683","6389863.515","6108307.14","6078639.049","6102673.839","6166570.907","6178451.647","6045197.948","","","",
"Ecuador","ECU","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15422.5","15740.3","16845.2","16952.7","18803.9","20917.7","23997.5","24953.4","24469.7","21614.2","22051.3","24251.4","24172.2","24655.6","26177.5","28220.1","30126.1","30635.7","31687.8","34498.3","37253.8","37096.5","37085.1","39701","41801.1","41524.2","39808.5","38551.5","40138.6","39293.3","","","",
"Egypt, Arab Rep.","EGY","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87745.8","89370","90903.9","92662.3","87901.2","93722.7","98940.6","106058","110982.8","116535.7","114614.8","126704.8","129441.6","133020.7","144504.2","162217.5","170745.4","183396","189935.5","197660.8","200313.6","205767.6","215001.4","213856.9","219121.7","226277.5","231230.9","242225.4","247913.7","249367.1","","","",
"Euro area","EMU","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2622742.3","2638223.7","2563819.1","2510439.11","2508720.8","2559528.92","2616540.9","2588533.6","2630714.3","2613761.3","2632455.97","2679477.4","2684266.7","2741407.3","2754823.7","2746325.1","2730012.8","2692964.7","2635778.5","2438190.8","2501245.3","2411285.1","2381612.4","2332854.1","2208169.6","2256741","2255187.6","2258564.4","2201439.1","2092833.9","","","",
"Eritrea","ERI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","437.8","633","733.56","799.67","873.72","827.57","614.55","649.82","636.69","696.62","679.85","688.78","682.2","599.93","523.57","513.82","446.41","468.33","500.65","569.99","621.04","637.33","648.32","648.1","659.5","722.87","851.7","875.3","","","",
"Spain","ESP","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214950.6","222099.7","232369.6","218079.8","228452.7","240567.3","230113.2","248603.1","256215.5","278300.5","293314.3","294786.8","312753.3","318657.7","335560.3","350499.8","341776.3","354683.1","324274.2","287490.3","273254.2","274396.8","269265.6","242805.6","240960.8","256283.1","247033.3","263450.5","257042.8","239977.8","","","",
"Estonia","EST","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35283.8","31539.8","23821.2","18338.8","17816.1","16258.3","17198.7","16772","16237.6","15294.6","14916.5","15384.1","14952.7","16938.3","17023.1","17232.8","15983.9","19982.2","18398.1","15046.1","18997","18170.8","16886.7","19316.5","17939.4","15538.3","15990.5","16707.7","15324.3","10175.4","","","",
"Ethiopia","ETH","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2310.7","2333.1","1517.2","1941.3","2261.4","2574.7","2870.5","3058.4","3227.6","3176.6","3557","4401.3","4571.5","5022.4","5334.2","5049.5","5404.8","5963.5","6487.7","6534.5","6473.2","7539.3","8478.4","10081","12341.4","12892.5","14966.6","15818.2","17244.6","18359.3","","","",
"European Union","EUU","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3562593.5","3524660.9","3409696.4","3348855.31","3336407.8","3391589.82","3488814.4","3419648.4","3412023.7","3354420.3","3362393.57","3419467.7","3411198.4","3502218.8","3507496.7","3488154.9","3497012.5","3456575.2","3378891.8","3129196.1","3213190","3118369","3059098.2","2982333.4","2836772","2895707.4","2905124.2","2926622.7","2862314.5","2724946.2","","","",
"Fragile and conflict affected situations","FCS","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1048089.787","1011550.869","964227.438","914815.892","845666.805","854528.955","829174.969","835975.005","786316.747","763803.021","789750.887","815541.372","808335.392","837865.286","827647.721","841074.234","843049.548","836241.829","860614.145","817011.301","883425.54","885716.797","928376.42","939743.82","913740.457","831283.54","849559.99","842218.89","859012.99","851746.54","","","",
"Finland","FIN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54562.8","55132.7","52280.5","53461.8","59927.6","56092.5","62574.4","60624","57265.6","56509.9","55097.5","61088.1","63439.7","71708.1","67682.9","55460.2","67024.9","65102.7","56660.1","54180.9","62526.4","55123.4","49408.1","50191.3","46161.7","42815.4","45700.3","43015.4","44581.3","40706.8","","","",
"Fiji","FJI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","688.18","683.25","715.55","702.29","703.43","714.67","766.8","747.11","729.05","754.32","807.98","1040.32","884.54","1047.03","1466.93","1288.79","1383.73","1262.21","965.92","970.39","1163.82","1112.5","1030.17","1133.6","1288.84","1383.25","1520.57","1654.91","1627.57","1632.37","","","",
"France","FRA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","356237.9","380651.3","368589.7","349415.6","344404.4","352239.1","367896.6","359073.5","381110.3","374896.6","373116.8","376727.3","371018.2","376705.7","377785.5","380655.1","371547","362828.2","357990.2","343733.5","347778.1","335139.7","338418.6","338555.7","306100.5","311300.8","313921.8","317828.8","307049.9","300515.6","","","",
"Faroe Islands","FRO","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","106.4","108","112.6","117.4","119.1","124.6","130.1","130.1","134.4","151.3","141.2","155.8","159.7","164","144.2","138.5","120.9","134.5","111.9","117.7","128.9","137.3","142.3","148.3","173.6","175.5","174.7","175.2","","","",
"Gabon","GAB","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4099.02","4556.36","4531.68","4654.84","4615.41","5210.94","5805.86","5564.83","6389.09","6027.69","6079.8","6225.55","5955.2","6436.2","6090.8","6058.1","5437","4941.01","5272.37","5199.98","5758.49","5776.74","5601.87","5790.37","5962.05","6116.1","6420","5333.1","5122.3","5245.5","","","",
"United Kingdom","GBR","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","561774.2","570681.3","557885.3","541376.1","535182.9","526807.8","545477.8","524190.9","526000.3","522752.3","530888","545262","530785.7","543036.9","543075.7","540916.8","542060.7","530502.3","515335.5","466492.3","482441.2","445591.6","467780.3","453761.3","415599.3","401078.5","380811.8","367002.4","360734.7","348921.9","","","",
"Georgia","GEO","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33488.3","25505.9","20072.9","16093.7","10443.86","8177.32","6363.3","5518.89","4990.37","4522.2","4772.8","3516.2","2958.4","3157.2","3373.1","4243.1","4701.3","5626.6","4838.8","5624.3","5322.1","6521.8","7193","7837.4","8469.2","9201.1","9651.9","9725.8","9568.7","10113.2","","","",
"Ghana","GHA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2794","2564.6","3076.7","3188.1","3463.8","3714","4093.5","4295.1","6099.7","6576.1","5737.9","6209.6","7431.7","7140","6680.7","7044.3","8505","9115.3","8659","10013.3","11192.4","11748.2","14614.4","15633.4","15089.3","15778.2","16069.8","17013.8","18675.1","20040.6","","","",
"Gibraltar","GIB","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","996.3","1022.3","1052.2","1081.9","1119.1","1158.7","1227.7","1286.8","1361.2","1432.1","1490.9","1565.4","1627.6","1703.4","1769","1834","1901","1977.1","2011.5","2121.8","2499.5","2623.1","2484.7","2176.9","2243.3","2540.1","2823.3","3340.5","3752.5","3954.6","","","",
"Gambia, The","GMB","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194","197.6","197.6","206.6","206.7","216.4","219.4","228.7","244.7","259.6","244.2","308","298.9","298.6","317.3","332.6","360.7","413.2","432","489.6","438.7","452.3","461","439.1","516","529","533.2","541","548.3","577.4","","","",
"Guinea-Bissau","GNB","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171.5","172.7","177.1","184.7","183.2","184.5","176.7","196.8","172.3","191.4","146.6","147.9","153.3","194.6","205","209.3","216.6","229.7","223.5","234.3","240.7","243.6","247.5","249.4","265.6","283.9","306.9","308.3","315","330.8","","","",
"Equatorial Guinea","GNQ","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.4","66.5","895.8","959.4","1032.1","1095.5","1194","1653.8","1972","3233.8","2215.4","3401.8","4630.8","5010.1","6201.6","8321.9","9372.4","8538.3","9777.3","9711.9","9949.4","9992.3","9819.4","9183.9","7907.5","6567.5","6655.1","5795.4","6428.7","5351.8","","","",
"Greece","GRC","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75619.4","75818","78176.9","78090.9","79730.8","82834.5","82753.7","83761.7","87127.2","87395.5","94460.6","96607.8","96596.2","100216.6","99844.6","101947.3","100702.8","104309.9","100405.6","94740.2","87578.5","84547.2","80085.3","72484.2","69548.7","68010.2","66848.6","66795.5","65021.2","59996.8","","","",
"Grenada","GRD","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","118.9","165","148.3","155.3","171","189","201.6","224.1","224","208.9","226.1","244.5","251.2","233.3","246","260.1","275.1","290.7","806.4","288","306.7","413.1","317.5","253.9","273","277.9","288.2","321.1","325","","","",
"Greenland","GRL","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3932","4031.5","4828.5","5108.4","5432.5","6353.1","6185.9","6550.3","8286.1","8199.3","9417.6","9814.3","10468.7","10542.9","10754.7","11528.7","11521.2","12410.1","11240.3","11852.3","11442.3","11736.4","12145.2","13004.6","13947.1","16335.3","17490.3","16573.8","18318","19313","","","",
"Guam","GUM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1171.9","1144.2","1080.7","1087","1413.1","1530.6","1580","1722.2","1747.6","1735.8","1660.3","1643.8","1621.9","1617.8","1671.7","1481.6","1332.8","1605.2","1603.7","1627.2","1759.3","1831.6","2000.8","1975.6","2063.389","2079.93","2478.6","2473.8","2587.1","2846.2","","","",
"High income","HIC","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11424848.912","11419240.16","11456429.152","11540466.42","11724623.563","11897285.264","12262818.065","12500988.264","12492577.204","12566005.585","12862465.311","12933311.122","12841449.638","13070708.304","13210945.654","13252555.251","13196252.061","13361955.016","13096054.512","12358768.855","12874491.33","12653550.113","12509982.803","12593910.485","12395856.81","12358842.519","12264287.109","12191013.077","12206205.717","11878630.618","","","",
"Hong Kong SAR, China","HKG","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2453.7","2454.6","2734.2","2900.7","3252.1","3868.5","3904.6","4036.7","4679","4745.2","4987.2","5800.1","6087.8","6726.2","7557.8","6973.6","7974.5","8536.1","8587.1","8072.9","8181.3","8814.1","9238.1","9371.3","9464.9","9930.2","9465.3","9263.9","10048.8","10219.6","","","",
"Heavily indebted poor countries (HIPC)","HPC","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59702.662","61843.351","61342.317","58787.381","59380.453","62784.363","66411.193","71019.295","74875.848","77554.254","79667.221","83764.798","87947.693","92004.357","97000.8","101869.864","110956.09","118318.557","124527.456","132865.277","144585.727","154534.567","165294.062","171795.355","181710.391","193613.982","204415.29","211421.259","222424.89","228716.426","","","",
"Croatia","HRV","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20341.4","14744.9","15036.6","15541.2","14871.4","15457.1","15257.8","17073.6","18532","18518.6","18040.4","19203","20281.7","21613.9","21099.7","21453","21605.3","22879","21731.3","20308.9","19460.3","19031.6","17409","17010.6","16236.4","16602.3","16876.8","17407.9","16433.4","16523.3","","","",
"Haiti","HTI","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020.42","1001.6","901.01","694.5","189","902.3","1058.2","1274.2","1310","1381.7","1473.3","1600.5","1827.2","1810.3","1666.8","1704.8","1718.8","2045.4","2029.3","1991.4","2458.2","2697.54","2415.34","2650.86","3021.14","3280.44","3364.54","3326.24","3289.74","3317.34","","","",
"Hungary","HUN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67421","64552.2","58001.9","58382.4","57784.3","57431.3","58454.9","56990.1","57353.3","57910.5","54633.3","56280.4","55599.9","58186.9","56349.8","55921.2","55457.5","53850.4","53014.2","47839.1","47880.5","46907.3","43427.2","40762.6","40625.2","43384.1","44248.4","46435.2","46396","46382.3","","","",
"IBRD only","IBD","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8933075.348","9042954.703","9027669.406","9088804.332","9030575.476","9450892.607","9539810.788","9660570.923","9741919.274","9730373.461","10107554.383","10418084.478","10821336.369","11703154.813","12676695.018","13581018.61","14512060.67","15396441.99","15861394.86","16270244.62","17489092.96","18680037.207","19248312.735","19799449.749","20026058.062","19859514.512","19928172.398","20430527.442","21168610.43","21498640.93","","","",
"IDA & IBRD total","IBT","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9354677.581","9480861.66799999","9470109.1","9526085.229","9456490.17","9889888.001","10009180.77","10139388.749","10238176.992","10241921.944","10642342.885","10969893.24","11375266.434","12270272.029","13269600.092","14193788.887","15147362.038","16051026.066","16531761.951","16934249.108","18190473.797","19403403.386","19969451.667","20534853.794","20788956.863","20639690.794","20764721.708","21319559.631","22070593.91","22436755.846","","","",
"IDA total","IDA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","421602.233","437906.965","442439.694","437280.897","425914.694","438995.394","469369.982","478817.826","496257.718","511548.483","534788.502","551808.762","553930.065","567117.216","592905.074","612770.277","635301.368","654584.076","670367.091","664004.488","701380.837","723366.179","721138.932","735404.045","762898.801","780176.282","836549.31","889032.189","901983.48","938114.916","","","",
"IDA blend","IDB","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","281734.93","298597.57","309931.02","309644.78","295514.33","299948.48","319301.84","321438.733","329766.25","338802.92","355718.266","364074.72","358226.44","360374.33","376088.73","375718.42","385632.89","387556.23","393884.71","380255.15","399814.97","410401.47","397107.22","413877.81","424024.34","424959.05","453442.37","472435.41","467305.27","485043.37","","","",
"Indonesia","IDN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148531.5","162401.2","171506.5","185087","199175.5","223678.5","236716.8","261156.6","262704.8","279482.7","280645.1","302064.2","305642.4","333887.5","341244.7","342147.9","364466.9","379956.5","376137.7","391082.6","415516.5","475314.4","481506.1","447942","483911.9","488548","482508","517323.6","576991.5","619840.7","","","",
"IDA only","IDX","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139867.303","139309.395","132508.674","127636.117","130400.364","139046.914","150068.142","157379.093","166491.468","172745.563","179070.236","187734.042","195703.625","206742.886","216816.344","237051.857","249668.478","267027.846","276482.381","283749.338","301565.867","312964.709","324031.712","321526.235","338874.461","355217.232","383106.94","416596.779","434678.21","453071.546","","","",
"Isle of Man","IMN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","563577.2","607225.8","626294.3","651351.7","685903.4","737856.8","774070.6","819269.2","836270.2","901325.6","937858.7","953537.6","985453.6","1011771","1085667","1136467","1215206","1336737","1424383","1564881","1659983","1756744","1909443","1972430","2147108","2158024","2195249","2320405","2451927","2456301","","","",
"Not classified","INX","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30961.5","31466.7","31505.4","31653.6","32818.7","33448.2","34821.2","35972.5","38419","39973.3","42533.5","44815.3","43929.8","44086.8","44687.6","46650.5","47263.3","46355.8","45780.1","40564.6","40188.5","36681.3","37127.9","35709.3","35525.3","37063","38824.8","37778.5","37661.7","35750.9","","","",
"Iran, Islamic Rep.","IRN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198468.7","219098.1","233647.8","236725.9","266693.9","271516.5","279808.9","292395.5","290994.9","323358","340453.4","354065.9","369873.4","389774","417657.4","450792.6","484175.8","514139.9","523045.3","542294.2","541168","552047.8","559119.1","583700.1","605352.8","599180.4","607211.9","626423.1","637429","630014.4","","","",
"Iraq","IRQ","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64206","45545.1","67338.2","89561.9","102115.8","100068.6","98880.6","118909.8","91783.6","72713.9","87630","97552.8","91164.3","81277.6","88107.7","85127.4","82957.5","76649.6","88135.7","94204.9","108549.6","113039.1","129003.3","139102.6","134044.8","133168.4","142232.6","155082.6","163150.1","174558.5","","","",
"Iceland","ISL","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1947.46","1913.98","1944.8","1983.65","2090.64","2001.14","2266.72","2153.97","2153.38","2115.39","2225.44","2163.29","2243.77","2226.41","2319.29","2289.35","2333.65","2382.97","2182.63","2108","1959.124","1888.35","1859.9","2031.8","2047.5","2057.5","1630.7","1672.5","1695.8","1636.3","","","",
"Israel","ISR","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33805.9","34523.6","36857.3","40504.6","43361.2","46775.3","48734.1","50967.4","51504.7","52983.6","56997.3","57952.5","61080.6","62925.5","63159.9","61012.4","64331","66597.9","66708","65727.7","70520.3","69822.8","76063.2","67002.5","64717.8","66142","64980.2","65613.7","61076.7","62650.3","","","",
"Italy","ITA","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","405262","404074.1","402274.3","396927.9","392285.5","416415","412153.5","415517.3","426372.2","433010.6","436296.6","436571.4","443473.1","462197.8","472404.8","473831.8","466654.5","459371.1","444984.5","397057.1","405272.3","396687.4","376747.2","346458.3","327498","337862.1","333344.8","329193.3","324884.2","317238.6","","","",
"Jamaica","JAM","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7466.8","7405.3","8145.3","8323.9","8378.4","8679.6","9044.4","9197.9","9724.7","9980","10065","10083","10248.1","10593.7","10571.8","10563.5","12059.6","12023.1","9619","7879.4","7476.7","7532.6","6959","7402.3","7191.3","7088.7","7573.9","7218.7","8611","8394.4","","","",
"Jordan","JOR","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9934","9781.2","11925.3","12203.8","12994.3","13604.1","13868.3","14373.6","14616","14630.8","16268.1","16250.9","16873.5","17309.8","18580.9","19869","20167","21090.3","20009","20665","20196.8","20756.3","24123.3","23803.7","25553.1","25309.1","24824","26153.8","24777","24627.5","","","",
"Japan","JPN","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1090534","1103984","1115059","1107610","1160780","1171012","1184674","1172630","1130307","1165316","1182607","1170384","1206595","1214947","1209849","1212821","1189524","1225069","1158222","1100984","1156480","1213515","1253614","1262775","1217119","1179445","1167792","1155235","1116153","1081572","","","",
"Kazakhstan","KAZ","CO2 emissions (kt)","EN.ATM.CO2E.KT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237250.9","246366","253841.5","219244.9","199168.8","175236.4","153393.3","132238.8","135836.3","122647.4","120149.7","117441.2","131064.2","146139.1","158026.5","169214.3","185296","198389.5","242035","213614.3","229700.1","245452.6","244596.7","260013.3","209227.8","190726.9","202152.6","214582.5","216604.8","212107.9","","","",
